,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,17,9,8,14,11,12,1.6435,0.46499999999999997,0.013315500000000001,2.386,0.02574,1.594,5.752,228.32399999999998
9,5,5,2,5,7,2,5,3,5.550000000000001,0.349,0.06725,5.199999999999999,0.078,2.8,15.399999999999999,685.8
8,3,4,2,2,2,2,2,3,2.95,0.5235000000000001,0.09434999999999999,8.0,0.13,11.2,53.8,1141.0
7,3,3,1,2,2,2,2,2,9.45,0.1157,0.04035,10.8,0.33799999999999997,12.4,82.6,2051.4
6,2,3,1,2,2,1,2,2,4.25,0.40700000000000003,0.1215,19.200000000000003,0.494,4.0,92.2,4327.4
5,2,1,1,1,1,1,1,1,6.85,0.5820000000000001,0.2555,16.4,0.182,6.4,25.0,1596.1999999999998
4,1,1,0,1,1,1,1,1,10.75,0.64,0.14800000000000002,22.0,0.23399999999999999,7.6,44.2,2961.8
3,1,0,0,1,1,1,0,0,13.35,0.174,0.1745,24.799999999999997,0.28600000000000003,8.8,34.6,2506.6
2,0,0,0,1,0,0,0,0,8.15,0.2325,0.2015,27.6,0.39,5.199999999999999,63.400000000000006,3417.0
1,0,0,0,0,0,0,0,0,12.05,0.29100000000000004,0.22849999999999998,13.6,0.442,10.0,73.0,3872.2
