,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,3,3,3,2,2,4.95,0.9915,0.02375,17.3,0.4655,4.8,633.2,2886.0434999999998
9,2,2,2,1,1,1,1,1,4.0495,0.8414999999999999,0.0012375,4.6930000000000005,0.132,1.198,96.502,4012.9500000000003
8,0,0,0,1,1,1,1,1,4.15,0.8585,0.00375,11.7,0.35450000000000004,2.8,156.39999999999998,8498.15
7,0,0,0,1,1,1,1,1,4.25,0.875,0.00625,14.5,0.4285,4.0,275.6,10740.75
6,0,0,0,0,0,0,1,1,4.35,0.8915,0.00875,6.1,0.16949999999999998,1.6,514.0,12983.35
5,0,0,0,0,0,0,0,0,4.45,0.9085000000000001,0.01125,7.5,0.20650000000000002,2.0,216.0,5134.25
4,0,0,0,0,0,0,0,0,4.55,0.925,0.01375,8.899999999999999,0.2435,2.4000000000000004,335.2,6255.549999999999
3,0,0,0,0,0,0,0,0,4.65,0.9415,0.01625,10.3,0.28049999999999997,3.2,394.8,7376.85
2,0,0,0,0,0,0,0,0,4.75,0.9584999999999999,0.018750000000000003,13.100000000000001,0.3175,3.5999999999999996,454.4,9619.45
1,0,0,0,0,0,0,0,0,4.85,0.975,0.021249999999999998,15.9,0.39149999999999996,4.4,573.5999999999999,11862.05
