,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,15,12,21,14,15,17,18,22,14.35,0.7010000000000001,0.0047916,14.25,0.121,1.198,21.334500000000002,359.66700000000003
9,5,5,2,3,3,5,4,2,25.85,0.655,0.03385,6.0295,0.05645,2.0,64.65,3996.3
8,3,3,2,3,3,3,2,1,5.1385,0.563,0.05325,18.35,0.185,4.0,323.25,2543.1000000000004
7,2,3,2,2,2,2,1,1,16.65,0.977,0.07264999999999999,34.75,0.281,2.8,150.85000000000002,3269.7
6,2,2,1,2,2,1,1,1,23.549999999999997,0.885,0.09195,38.849999999999994,0.313,4.8,237.05,4722.9
5,1,2,0,2,2,0,1,1,9.75,0.931,0.01454,42.95,0.345,1.6,280.15,6902.7
4,0,1,0,1,1,0,1,0,7.449999999999999,0.609,0.0242,10.149999999999999,0.249,2.4000000000000004,409.45,1089.9
3,0,0,0,1,0,0,0,0,12.05,0.747,0.04355,30.650000000000002,0.08879999999999999,3.2,107.75,1816.5
2,0,0,0,0,0,0,0,0,18.950000000000003,0.7929999999999999,0.06295,22.45,0.15300000000000002,3.5999999999999996,193.95,5449.5
1,0,0,0,0,0,0,0,0,21.25,0.839,0.0823,26.55,0.21700000000000003,4.4,366.35,6176.1
