,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,5,19,9,7,10,11,13,6.0,0.5275000000000001,0.0195525,7.550000000000001,0.03145,1.594,6.247,219.713
9,4,5,2,2,3,4,5,5,9.2,0.62,0.05925,11.25,0.1112,4.0,16.9,619.0999999999999
8,4,4,1,2,3,4,3,1,12.399999999999999,0.713,0.3755,18.65,0.191,6.4,27.5,1016.5
7,3,3,0,2,2,1,2,1,7.6,0.6665,0.099,33.45,0.0715,5.199999999999999,101.7,1413.9
6,2,2,0,2,2,1,1,1,10.8,0.481,0.1385,37.15,0.3105,7.6,38.099999999999994,3400.8999999999996
5,1,1,0,1,2,1,0,1,2.792,0.4345,0.178,3.8315,0.35,8.8,48.7,3798.3
4,1,1,0,1,2,1,0,0,4.4,0.5740000000000001,0.2175,14.95,0.39,12.4,59.3,1811.3
3,1,1,0,1,1,0,0,0,17.2,0.852,0.257,22.35,0.271,2.8,69.9,2208.7
2,0,0,0,1,0,0,0,0,14.0,0.759,0.2965,26.049999999999997,0.15100000000000002,10.0,80.5,2606.1000000000004
1,0,0,0,1,0,0,0,0,15.6,0.8055,0.33599999999999997,29.75,0.23099999999999998,11.2,91.1,3003.5
