,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,12,31,12,14,21,23,25,6.75,0.473,0.0252945,5.65,0.018965,1.3465,8.623,236.0365
9,7,8,3,6,7,6,8,5,2.1385,0.5175000000000001,0.07654999999999999,2.5345,0.15849999999999997,2.75,24.1,1163.75
8,5,6,1,5,5,5,1,3,11.35,0.606,0.179,11.850000000000001,0.054099999999999995,2.05,39.5,701.05
7,5,4,1,3,3,1,1,1,15.950000000000001,0.33999999999999997,0.48550000000000004,18.05,0.2635,4.15,54.900000000000006,2089.15
6,4,3,0,3,3,1,1,1,13.65,0.562,0.1275,24.25,0.3335,4.85,101.1,3477.25
5,1,2,0,2,2,1,1,1,9.05,0.429,0.23049999999999998,8.75,0.2985,6.949999999999999,116.5,4402.65
4,1,1,0,2,1,1,1,0,18.25,0.739,0.2815,14.95,0.1235,7.65,147.3,1626.4499999999998
3,1,0,0,2,1,0,0,0,22.85,0.38449999999999995,0.3325,21.15,0.1935,3.45,70.3,2551.85
2,0,0,0,1,0,0,0,0,4.449999999999999,0.65,0.38349999999999995,30.45,0.08879999999999999,5.550000000000001,85.7,3014.55
1,0,0,0,0,0,0,0,0,20.549999999999997,0.6945,0.4345,27.35,0.22849999999999998,6.25,131.9,3939.95
