,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,4,13,7,6,8,10,11,2.6435,0.47050000000000003,0.013463999999999999,4.3759999999999994,0.032850000000000004,1.9405,13.028500000000001,293.9415
9,3,3,2,3,3,4,4,3,10.45,0.6739999999999999,0.06805,18.799999999999997,0.07450000000000001,5.75,61.75,1460.25
8,2,2,1,3,3,2,1,2,3.9499999999999997,0.5515,0.040799999999999996,47.6,0.406,9.55,37.45,878.5500000000001
7,2,2,1,2,2,1,1,1,6.550000000000001,0.5925,0.09534999999999999,9.2,0.1575,11.45,86.05000000000001,2041.95
6,2,2,1,2,2,1,1,1,9.15,0.7144999999999999,0.14950000000000002,28.4,0.2405,13.350000000000001,110.35,3205.35
5,2,2,1,1,1,1,1,1,11.75,0.7555000000000001,0.2585,33.2,0.199,15.25,158.95,5532.15
4,2,2,0,1,1,1,1,0,14.35,0.8365,0.1225,42.8,0.3235,17.15,231.85,2623.65
3,1,1,0,0,1,1,0,0,7.85,0.511,0.177,14.0,0.3645,19.05,134.65,3787.05
2,0,1,0,0,0,0,0,0,5.25,0.6335,0.20450000000000002,23.6,0.11610000000000001,3.8499999999999996,183.25,4368.75
1,0,0,0,0,0,0,0,0,13.05,0.796,0.23149999999999998,38.0,0.28200000000000003,7.65,207.55,4950.450000000001
