,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,4,4,4,2,2,3.9996,0.9999,-0.0001,13.1485,0.4355,4.0495,285.3145,4436.3415
9,0,0,0,1,1,1,1,1,3.9964,0.9991,-0.0009,15.85,0.5015000000000001,4.95,332.65,4739.549999999999
8,0,0,0,0,0,0,1,1,3.9972,0.9993,-0.0007,13.45,0.4425,4.15,473.95,5644.65
7,0,0,0,0,0,0,1,1,3.998,0.9995,-0.0005,13.75,0.45,4.25,709.45,7153.15
6,0,0,0,0,0,0,0,0,3.9988,0.9997,-0.00030000000000000003,14.05,0.4575,4.35,379.75,5041.25
5,0,0,0,0,0,0,0,0,4.0004,1.0001,0.0001,14.35,0.4645,4.45,426.85,5342.950000000001
4,0,0,0,0,0,0,0,0,4.0012,1.0003,0.00030000000000000003,14.65,0.472,4.55,521.05,5946.35
3,0,0,0,0,0,0,0,0,4.002,1.0005,0.0005,14.95,0.4795,4.65,568.1500000000001,6248.049999999999
2,0,0,0,0,0,0,0,0,4.0028,1.0007,0.0007,15.25,0.4865,4.75,615.25,6549.75
1,0,0,0,0,0,0,0,0,4.0036,1.0009,0.0009,15.55,0.494,4.85,662.3499999999999,6851.450000000001
