,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,5,13,4,4,6,9,11,8.65,0.6054999999999999,0.00373725,5.564,0.026744999999999998,1.693,7.237,272.2205
9,4,4,3,4,4,3,4,5,14.350000000000001,0.746,0.01885,63.2,0.24,8.7,45.099999999999994,820.8499999999999
8,4,4,3,3,3,2,4,3,20.05,0.9335,0.049049999999999996,12.799999999999999,0.0625,3.0999999999999996,57.7,1366.75
7,3,3,1,3,3,2,3,3,10.55,0.6525000000000001,0.0264,20.0,0.09815,4.5,32.5,1912.65
6,3,3,1,3,3,2,1,1,16.25,0.7925,0.03395,41.6,0.347,10.100000000000001,19.9,5188.05
5,2,2,1,2,2,2,1,0,18.15,0.8394999999999999,0.06415,34.4,0.20450000000000002,11.5,70.3,2458.55
4,1,1,1,2,2,2,1,0,2.9405,0.512,0.0717,56.0,0.276,12.899999999999999,120.7,3004.45
3,1,1,0,1,1,2,0,0,6.75,0.6995,0.011325,48.8,0.16899999999999998,14.3,82.9,3550.3500000000004
2,1,0,0,1,1,1,0,0,12.45,0.5589999999999999,0.041499999999999995,70.4,0.3115,5.9,95.5,4096.25
1,0,0,0,0,0,1,0,0,4.85,0.8865000000000001,0.0566,27.200000000000003,0.1335,7.3,108.1,4642.15
