,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,3,3,3,2,2,2.9997,0.9999,-0.0001,7.9,0.5195000000000001,2.95,48.593,1641.468
9,0,0,0,1,1,1,1,1,2.9973,0.9991,-0.0009,6.099,0.421,2.0495,219.89999999999998,6015.4
8,0,0,0,0,0,0,1,1,2.9979,0.9993,-0.0007,6.300000000000001,0.432,2.1500000000000004,241.3,6561.8
7,0,0,0,0,0,0,0,0,2.9985,0.9995,-0.0005,6.5,0.4425,2.25,70.1,2190.6000000000004
6,0,0,0,0,0,0,0,0,2.9991000000000003,0.9997,-0.00030000000000000003,6.699999999999999,0.4535,2.3499999999999996,91.5,2737.0
5,0,0,0,0,0,0,0,0,3.0003,1.0001,0.0001,6.9,0.4645,2.45,112.9,3283.3999999999996
4,0,0,0,0,0,0,0,0,3.0008999999999997,1.0003,0.00030000000000000003,7.1,0.4755,2.55,134.3,3829.8
3,0,0,0,0,0,0,0,0,3.0015,1.0005,0.0005,7.300000000000001,0.4865,2.6500000000000004,155.7,4376.2
2,0,0,0,0,0,0,0,0,3.0021,1.0007,0.0007,7.5,0.4975,2.75,177.10000000000002,4922.6
1,0,0,0,0,0,0,0,0,3.0027,1.0009,0.0009,7.699999999999999,0.5085,2.8499999999999996,198.5,5469.0
