,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,14,13,30,29,22,31,28,32,7.6335,0.5765,0.0054945,11.692499999999999,0.020120500000000003,1.6435,6.841,234.076
9,9,12,5,3,8,3,5,5,14.25,0.5275000000000001,0.0167,46.25,0.05890000000000001,8.15,18.700000000000003,701.2
8,6,5,2,3,3,2,4,4,10.95,0.6755,0.05015,69.25,0.252,4.25,65.9,1166.0
7,4,4,2,2,2,2,3,2,24.15,0.42800000000000005,0.0613,34.75,0.0976,12.05,54.1,1630.8000000000002
6,3,4,1,2,2,2,2,1,27.450000000000003,0.626,0.02785,92.25,0.136,13.35,30.5,3025.2
5,3,3,1,2,2,1,2,1,34.05,0.8240000000000001,0.039,115.25,0.21350000000000002,2.95,113.1,4419.6
4,2,2,1,1,2,1,1,0,20.85,0.7745,0.07245,23.25,0.32899999999999996,5.550000000000001,42.3,2095.6
3,2,1,1,1,2,1,0,0,30.75,0.725,0.08360000000000001,57.75,0.3675,6.85,77.69999999999999,2560.4
2,1,1,1,1,1,1,0,0,17.55,0.8734999999999999,0.0946,80.75,0.1745,9.45,89.5,3490.0
1,1,0,1,1,1,1,0,0,37.35,0.478,0.10550000000000001,103.75,0.2905,10.75,101.30000000000001,3954.8
