,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,4,3,3,6,3,3,9.100000000000001,0.9065000000000001,0.003465,11.8,0.3615,1.9,3.2275,183.2
9,2,2,3,2,2,4,2,2,6.7,0.7565,0.0245,4.594,0.236,1.099,25.75,896.0
8,1,1,3,2,2,1,2,1,4.297,0.6435,0.038500000000000006,7.0,0.32999999999999996,2.9,43.75,63.806
7,1,1,1,2,1,0,1,1,4.9,0.681,0.0665,10.6,0.14200000000000002,1.2999999999999998,12.25,302.0
6,1,1,0,1,1,0,1,1,7.8999999999999995,0.831,0.0105,9.4,0.1735,1.5,16.75,420.79999999999995
5,1,1,0,1,1,0,1,1,9.7,0.981,0.0175,15.4,0.26749999999999996,1.7000000000000002,30.25,658.4
4,0,0,0,0,1,0,1,1,5.5,0.719,0.0315,5.800000000000001,0.4245,2.1,34.75,1014.8
3,0,0,0,0,0,0,0,1,6.1,0.7935000000000001,0.0455,8.2,0.20450000000000002,2.3,7.75,1133.6
2,0,0,0,0,0,0,0,0,7.3,0.869,0.052500000000000005,13.0,0.2985,2.5,21.25,539.6
1,0,0,0,0,0,0,0,0,8.5,0.9435,0.0595,14.2,0.393,2.7,39.25,777.2
