,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,14,14,22,12,12,22,24,24,16.65,0.7030000000000001,0.00360855,17.5,0.1275,1.099,5.851,120.9385
9,6,6,5,10,10,5,2,2,12.850000000000001,0.6635,0.06925,11.485,0.1047,2.9,15.700000000000001,2302.85
8,5,5,2,5,5,3,1,1,28.05,0.98,0.010945,38.5,0.3105,1.9,54.9,364.45000000000005
7,4,4,1,2,2,0,1,1,10.9405,0.624,0.0401,23.5,0.1965,1.2999999999999998,64.69999999999999,849.05
6,1,1,0,1,1,0,1,1,24.25,0.8614999999999999,0.01825,29.5,0.2415,1.5,74.5,1091.35
5,0,0,0,0,0,0,1,1,14.75,0.7424999999999999,0.02555,14.5,0.15050000000000002,1.7000000000000002,94.1,1818.25
4,0,0,0,0,0,0,0,0,18.55,0.782,0.03285,20.5,0.1735,2.1,25.5,606.75
3,0,0,0,0,0,0,0,0,20.45,0.8220000000000001,0.04735,26.5,0.219,2.3,35.3,1333.65
2,0,0,0,0,0,0,0,0,22.35,0.901,0.05465,32.5,0.2645,2.5,45.1,1575.9499999999998
1,0,0,0,0,0,0,0,0,26.15,0.9405,0.061950000000000005,35.5,0.2875,2.7,84.30000000000001,2060.55
