,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,13,36,18,24,32,30,31,4.75,0.3295,0.025344000000000002,11.0,0.02821,2.386,9.009,374.5665
9,10,9,3,12,10,5,7,7,9.25,0.3845,0.0766,2.98,0.0781,5.199999999999999,27.299999999999997,1135.0500000000002
8,5,7,2,7,3,2,2,2,3.25,0.439,0.128,7.0,0.2265,8.0,63.7,1891.75
7,4,4,1,2,3,2,2,1,6.25,0.357,0.1795,31.0,0.276,13.6,81.9,2648.45
6,3,4,1,1,2,1,1,1,1.7425,0.4665,0.38449999999999995,19.0,0.474,10.8,45.5,3405.15
5,3,3,1,1,1,1,1,1,7.75,0.4115,0.48650000000000004,23.0,0.1275,22.0,118.30000000000001,4161.85
4,3,2,0,1,1,1,1,1,10.75,0.5205,0.23049999999999998,27.0,0.177,27.6,172.9,7188.65
3,3,1,0,1,0,0,0,0,12.25,0.4935,0.2815,35.0,0.3255,16.4,100.1,4918.549999999999
2,3,1,0,1,0,0,0,0,15.25,0.5755,0.33299999999999996,39.0,0.375,19.200000000000003,136.5,5675.25
1,0,0,0,0,0,0,0,0,13.75,0.548,0.4355,15.0,0.4245,24.799999999999997,154.7,6431.950000000001
