,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,21,12,16,14,12,11,4.550000000000001,0.4455,0.0163845,5.069,0.0421,2.5345,11.840499999999999,244.748
9,5,5,2,4,7,5,5,10,6.25,0.48,0.04965,11.3,0.2015,11.850000000000001,33.849999999999994,737.5999999999999
8,4,4,2,3,2,4,4,4,2.8415,0.514,0.08274999999999999,17.5,0.5205,5.65,55.75,1718.4
7,3,3,2,3,1,2,4,1,7.95,0.5485,0.11565,36.1,0.09545000000000001,14.95,77.65,2208.8
6,2,3,1,2,1,1,1,1,11.35,0.617,0.3145,23.700000000000003,0.1485,18.05,121.45,3189.6000000000004
5,2,2,0,2,1,1,1,1,13.05,0.6515,0.14850000000000002,29.9,0.3075,27.35,165.25,4660.8
4,2,2,0,1,0,1,1,0,14.75,0.6859999999999999,0.182,54.7,0.2545,30.45,209.05,1228.0
3,1,1,0,1,0,0,0,0,9.65,0.583,0.21550000000000002,60.9,0.361,8.75,99.55,2699.2
2,1,1,0,0,0,0,0,0,18.15,0.754,0.2485,42.3,0.4145,21.15,143.35000000000002,3680.0
1,0,0,0,0,0,0,0,0,16.45,0.72,0.2815,48.5,0.4675,24.25,187.14999999999998,4170.4
