,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,9,9,2,3,2,2,2,7.9990000000000006,0.9999,-0.0001,28.45,0.3905,8.594,32.355999999999995,1400.25
9,0,0,0,2,2,2,2,2,7.993,0.9991,-0.0009,36.05,0.328,11.0,111.6,1729.75
8,0,0,0,1,1,2,1,2,7.9945,0.9993,-0.0007,18.9405,0.2025,12.2,41.2,4036.25
7,0,0,0,1,1,1,1,1,7.996,0.9995,-0.0005,22.75,0.2445,9.8,50.0,1069.1025
6,0,0,0,1,1,1,1,1,7.9975000000000005,0.9997,-0.00030000000000000003,26.55,0.3075,13.4,58.8,2718.25
5,0,0,0,1,1,1,1,1,8.001000000000001,1.0001,0.0001,32.25,0.3695,19.4,67.6,3047.75
4,0,0,0,1,0,0,1,0,8.002500000000001,1.0003,0.00030000000000000003,34.150000000000006,0.2235,14.6,94.0,2059.25
3,0,0,0,0,0,0,0,0,8.004000000000001,1.0005,0.0005,20.85,0.2655,15.799999999999999,76.4,2388.75
2,0,0,0,0,0,0,0,0,8.005500000000001,1.0007,0.0007,24.65,0.2865,17.0,85.19999999999999,3377.25
1,0,0,0,0,0,0,0,0,8.007,1.0009,0.0009,30.35,0.34850000000000003,18.200000000000003,102.80000000000001,3706.75
