,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,21,20,44,16,24,14,13,18,5.15,0.319,0.016681500000000002,4.5344999999999995,0.021978,1.75,10.75,63.6075
9,11,9,2,14,10,13,12,12,3.0395,0.08435,0.050600000000000006,7.6499999999999995,0.0666,2.75,2.1285,192.75
8,10,8,1,9,6,11,8,5,7.25,0.2405,0.11800000000000001,10.75,0.1109,1.2475,6.449999999999999,449.75
7,4,4,1,4,3,6,6,4,9.350000000000001,0.1235,0.219,13.850000000000001,0.3775,3.75,15.05,321.25
6,2,3,1,3,2,4,3,4,11.45,0.35850000000000004,0.3205,16.95,0.1555,4.75,19.35,578.25
5,1,2,0,2,2,1,3,2,21.95,0.16249999999999998,0.08425,20.05,0.244,5.75,40.85,1092.25
4,0,1,0,1,1,0,2,1,13.55,0.27949999999999997,0.15200000000000002,32.45,0.2885,2.25,23.65,706.75
3,0,1,0,0,1,0,1,1,15.649999999999999,0.39749999999999996,0.1855,23.15,0.42200000000000004,3.25,27.950000000000003,835.25
2,0,1,0,0,0,0,1,1,17.75,0.4365,0.253,26.25,0.2,4.25,36.55,963.75
1,0,0,0,0,0,0,0,1,19.85,0.2015,0.28700000000000003,29.35,0.33299999999999996,5.25,32.25,1220.75
