,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,9,3,4,4,3,3,10.5,0.8674999999999999,0.0037124999999999997,46.25,0.302,7.6,48.95,1378.5500000000002
9,3,3,2,2,2,2,2,2,11.5,0.9085000000000001,0.07125000000000001,4.9205000000000005,0.033,2.792,31.563499999999998,479.1535
8,2,2,1,2,2,2,2,2,2.495,0.5405,0.03375,34.45,0.22549999999999998,10.8,66.25,1079.25
7,2,2,1,2,2,2,2,2,9.5,0.8265,0.041249999999999995,40.349999999999994,0.3405,12.399999999999999,100.85,1677.85
6,1,1,1,2,1,2,1,2,8.5,0.7444999999999999,0.056249999999999994,52.150000000000006,0.14850000000000002,17.2,83.55000000000001,3174.35
5,0,0,0,1,1,1,1,1,3.5,0.5815,0.01125,22.65,0.187,9.2,135.45,779.95
4,0,0,0,1,1,1,1,1,4.5,0.6225,0.01875,28.55,0.264,14.0,152.75,2276.45
3,0,0,0,1,1,0,1,1,5.5,0.663,0.02625,58.05,0.379,4.4,170.05,2875.05
2,0,0,0,0,0,0,1,0,6.5,0.7035,0.04875,10.850000000000001,0.0716,6.0,187.35,1977.15
1,0,0,0,0,0,0,0,0,7.5,0.7855000000000001,0.06375,16.75,0.1099,15.6,118.15,2575.75
