,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,10,27,18,18,20,22,25,2.0395,0.40900000000000003,0.011484,4.465,0.0215325,2.0395,5.6925,159.98399999999998
9,6,6,4,5,5,6,4,2,4.15,0.473,0.0581,32.5,0.239,6.25,17.25,484.79999999999995
8,5,6,2,4,4,3,3,2,12.55,0.5369999999999999,0.03485,39.5,0.06525,8.35,51.75,1131.2
7,4,6,2,3,4,3,3,2,6.25,0.601,0.10450000000000001,11.5,0.2825,12.55,109.25,1454.4
6,3,3,1,2,2,2,2,2,8.35,0.08875,0.2205,18.5,0.1085,14.649999999999999,63.25,1777.6
5,3,3,0,2,1,1,1,2,14.649999999999999,0.665,0.08135,25.5,0.1955,4.15,28.75,3070.4
4,2,2,0,1,1,1,1,1,16.75,0.345,0.1275,60.5,0.3695,20.95,74.75,2100.8
3,2,0,0,1,1,0,0,0,18.85,0.153,0.15100000000000002,67.5,0.41300000000000003,10.45,40.25,808.0
2,1,0,0,0,0,0,0,0,10.45,0.217,0.1745,46.5,0.152,16.75,86.25,2424.0
1,1,0,0,0,0,0,0,0,20.95,0.281,0.1975,53.5,0.32599999999999996,18.85,97.75,2747.2
