,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,10,5,5,9,13,18,12.55,0.713,0.00320265,9.683,0.09625,1.198,15.642000000000001,474.606
9,5,5,5,4,4,8,5,2,8.6435,0.6365000000000001,0.009685,13.100000000000001,0.126,2.0,47.400000000000006,1438.1999999999998
8,4,4,4,4,3,3,2,1,20.35,0.79,0.06145,16.5,0.1555,4.8,79.0,7191.0
7,3,4,2,4,3,1,1,1,15.15,0.981,0.01615,40.3,0.21500000000000002,2.8,268.6,9108.6
6,1,1,1,3,3,1,1,0,13.85,0.7515000000000001,0.0291,23.3,0.3625,4.0,300.2,2397.0
5,1,1,0,1,2,0,0,0,16.450000000000003,0.866,0.02265,19.9,0.185,1.6,110.6,3355.8
4,1,0,0,1,1,0,0,0,17.75,0.675,0.03555,30.1,0.274,2.4000000000000004,142.2,4314.6
3,0,0,0,0,1,0,0,0,9.95,0.8280000000000001,0.042050000000000004,26.7,0.33299999999999996,3.2,173.8,5273.4
2,0,0,0,0,0,0,0,0,11.25,0.9045000000000001,0.048549999999999996,33.5,0.2445,3.5999999999999996,205.39999999999998,6232.200000000001
1,0,0,0,0,0,0,0,0,19.049999999999997,0.9430000000000001,0.055,36.900000000000006,0.3035,4.4,237.0,8149.8
