,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,10,14,7,5,7,10,14,11.55,0.6990000000000001,0.005247,17.3,0.1345,1.9000000000000001,8.1775,262.16200000000003
9,3,3,3,5,5,6,5,2,17.25,0.5595,0.026500000000000003,13.5,0.201,1.2970000000000002,22.75,792.4000000000001
8,2,3,2,4,4,5,2,2,3.9405,0.838,0.0477,5.881,0.06765,3.0999999999999996,95.25,3430.3999999999996
7,2,2,2,2,2,2,2,1,13.45,0.745,0.1007,32.5,0.16749999999999998,6.1,109.75,1320.0
6,2,2,1,1,2,2,1,1,19.15,0.9305,0.0159,21.1,0.26749999999999996,6.7,37.25,1847.6
5,2,2,1,1,2,1,1,1,21.05,0.977,0.0371,24.9,0.301,3.7,51.75,2375.2
4,1,1,0,1,2,0,1,1,5.85,0.606,0.058300000000000005,28.700000000000003,0.3675,2.5,124.25,2902.8
3,1,0,0,1,1,0,1,1,7.75,0.6525000000000001,0.0689,36.3,0.2345,4.3,138.75,5013.2
2,1,0,0,1,0,0,0,0,15.350000000000001,0.7915,0.0795,40.1,0.10125,4.9,66.25,3958.0
1,0,0,0,0,0,0,0,0,9.649999999999999,0.884,0.0901,9.7,0.3345,5.5,80.75,4485.6
