,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,13,14,28,14,24,27,23,20,7.0,0.4525,0.015146999999999999,3.267,0.0280665,2.1385,7.969500000000001,158.30100000000002
9,6,8,2,9,3,4,7,11,3.0,0.383,0.04595,9.899999999999999,0.08485000000000001,9.05,24.150000000000002,479.70000000000005
8,5,5,1,4,2,2,1,2,0.99,0.5920000000000001,0.0766,16.5,0.1985,22.85,40.25,3038.1
7,3,4,1,3,2,1,1,1,5.0,0.522,0.138,23.1,0.255,6.75,72.45,1119.3
6,3,3,1,2,2,1,1,1,19.0,0.6615,0.199,29.7,0.5385,18.25,88.55,2718.3
5,2,1,1,2,1,0,1,0,11.0,0.034451999999999997,0.2605,62.7,0.14150000000000001,4.449999999999999,136.85000000000002,799.5
4,2,0,1,1,1,0,1,0,13.0,0.1043,0.29100000000000004,42.900000000000006,0.3115,11.35,152.95,1439.1
3,1,0,0,0,0,0,0,0,9.0,0.174,0.10744999999999999,36.3,0.36850000000000005,13.65,56.35,1758.9
2,0,0,0,0,0,0,0,0,15.0,0.244,0.16849999999999998,49.5,0.42500000000000004,15.950000000000001,104.65,2078.7
1,0,0,0,0,0,0,0,0,17.0,0.3135,0.22949999999999998,56.099999999999994,0.48150000000000004,20.549999999999997,120.75,2398.5
