,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,22,7,8,13,18,17,15.25,0.6950000000000001,0.015048,27.25,0.021429999999999998,1.495,7.732,177.7645
9,5,5,2,6,8,8,3,4,3.8499999999999996,0.498,0.0759,2.7325,0.308,2.5,35.0,536.6500000000001
8,3,5,1,5,3,2,2,2,5.75,0.5375000000000001,0.1975,9.75,0.08515,3.5,21.4,1250.85
7,3,2,1,4,3,1,1,2,9.55,0.45799999999999996,0.2885,6.25,0.117,5.5,62.2,3393.45
6,3,2,0,1,2,1,1,1,11.45,0.616,0.04555,13.25,0.14900000000000002,9.5,89.4,893.75
5,2,2,0,1,1,1,1,0,1.9405,0.774,0.10605,20.25,0.0534,10.5,130.2,1607.95
4,2,1,0,1,1,0,0,0,17.15,0.5765,0.1365,30.75,0.276,4.5,48.599999999999994,1965.05
3,1,1,0,1,0,0,0,0,19.05,0.6555,0.16699999999999998,34.25,0.181,6.5,75.8,2322.1499999999996
2,0,1,0,0,0,0,0,0,7.65,0.8135,0.22799999999999998,16.75,0.21250000000000002,7.5,103.0,2679.25
1,0,0,0,0,0,0,0,0,13.350000000000001,0.7344999999999999,0.258,23.75,0.244,8.5,116.6,3036.3500000000004
