,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,7,4,4,4,3,2,7.95,0.9944999999999999,0.004845,17.45,0.389,1.9,20.6,161.0745
9,2,2,2,2,2,4,2,2,7.0495,0.8945000000000001,0.00025245000000000004,13.05,0.271,2.9,3.772,457.65000000000003
8,0,0,0,1,2,1,2,2,7.15,0.9055,0.0007650000000000001,7.544499999999999,0.2945,1.099,9.399999999999999,1047.85
7,0,0,0,1,1,0,1,1,7.25,0.9165000000000001,0.001275,10.850000000000001,0.176,1.2999999999999998,31.8,752.75
6,0,0,0,1,0,0,1,1,7.35,0.9275,0.0017850000000000001,11.95,0.1995,1.5,54.2,1933.1499999999999
5,0,0,0,0,0,0,0,1,7.45,0.9385,0.002295,8.649999999999999,0.22299999999999998,1.7000000000000002,15.0,2818.45
4,0,0,0,0,0,0,0,0,7.55,0.95,0.002805,9.75,0.247,2.1,26.2,1342.95
3,0,0,0,0,0,0,0,0,7.65,0.9615,0.003315,14.149999999999999,0.318,2.3,37.400000000000006,1638.05
2,0,0,0,0,0,0,0,0,7.75,0.9724999999999999,0.0038250000000000003,15.25,0.34199999999999997,2.5,43.0,2228.25
1,0,0,0,0,0,0,0,0,7.85,0.9835,0.004335,16.35,0.3655,2.7,48.599999999999994,2523.3500000000004
