,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,6,4,3,3,3,3,4.9,0.792,0.0188595,4.5,0.1905,1.3465,8.7125,407.0
9,1,2,1,1,2,2,1,2,1.2970000000000002,0.5615,0.0951,1.693,0.5515,2.75,16.25,151.73
8,1,1,1,1,1,1,1,2,1.9000000000000001,0.885,0.362,8.7,0.08715,2.05,23.75,915.0
7,1,1,0,1,1,1,1,1,6.1,0.977,0.057150000000000006,11.5,0.242,4.85,31.25,2439.0
6,1,0,0,1,1,1,1,0,6.7,0.608,0.133,14.3,0.4485,7.65,68.75,661.0
5,0,0,0,0,0,0,1,0,2.5,0.654,0.17099999999999999,3.0999999999999996,0.139,3.45,76.25,1169.0
4,0,0,0,0,0,0,0,0,3.0999999999999996,0.7,0.20950000000000002,5.9,0.2935,4.15,38.75,1423.0
3,0,0,0,0,0,0,0,0,3.7,0.746,0.248,7.3,0.345,5.550000000000001,46.25,1677.0
2,0,0,0,0,0,0,0,0,4.3,0.8385,0.28600000000000003,10.100000000000001,0.397,6.25,53.75,1931.0
1,0,0,0,0,0,0,0,0,5.5,0.931,0.324,12.899999999999999,0.5,6.949999999999999,61.25,2185.0
