,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,17,12,11,14,15,14,3.25,0.4375,0.0140085,2.782,0.0258885,1.693,3.3165,91.6245
9,6,6,2,4,3,3,3,5,1.7425,0.5085,0.042499999999999996,13.600000000000001,0.131,4.5,10.05,277.65
8,2,4,1,3,2,2,1,2,6.25,0.5795,0.07085,6.3999999999999995,0.183,3.0999999999999996,16.75,1758.45
7,2,2,1,2,2,2,1,1,9.25,0.08085,0.099,35.2,0.235,14.3,23.450000000000003,462.75
6,2,2,1,1,2,1,1,1,10.75,0.6505000000000001,0.1275,20.8,0.44399999999999995,5.9,50.25,1018.05
5,1,1,1,1,1,1,1,0,4.75,0.2945,0.269,24.4,0.07865,11.5,56.95,647.8499999999999
4,1,1,0,0,1,0,1,0,7.75,0.722,0.156,10.0,0.2875,7.3,63.65,832.95
3,1,0,0,0,1,0,0,0,13.75,0.1525,0.184,17.2,0.4965,8.7,30.15,1203.15
2,1,0,0,0,0,0,0,0,15.25,0.2235,0.21250000000000002,28.0,0.33999999999999997,10.100000000000001,36.85,1388.25
1,0,0,0,0,0,0,0,0,12.25,0.366,0.241,31.6,0.392,12.899999999999999,43.55,1573.35
