,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,32,33,70,55,42,64,61,67,5.069,0.532,0.0201465,7.742,0.02348,2.1879999999999997,13.464,702.9495
9,24,22,3,7,18,3,8,3,11.3,0.47950000000000004,0.0611,19.4,0.06705,4.6,40.8,2130.1499999999996
8,11,8,2,5,7,3,2,3,17.5,0.5840000000000001,0.10175000000000001,31.0,0.11035,9.399999999999999,68.0,3550.25
7,3,6,1,3,2,1,2,2,23.700000000000003,0.42700000000000005,0.387,42.599999999999994,0.197,7.0,122.4,4970.35
6,3,3,0,2,2,1,1,1,36.1,0.6890000000000001,0.14250000000000002,54.2,0.3275,11.8,95.19999999999999,13490.95
5,1,2,0,2,2,1,1,0,29.9,0.6365000000000001,0.1835,77.4,0.41400000000000003,14.2,149.6,6390.45
4,1,1,0,1,1,1,1,0,42.3,0.3745,0.22399999999999998,65.8,0.1535,16.6,258.4,7810.55
3,1,1,0,1,1,1,0,0,60.9,0.846,0.26449999999999996,112.2,0.2405,19.0,176.8,9230.650000000001
2,0,0,0,0,1,1,0,0,48.5,0.741,0.3055,89.0,0.28400000000000003,23.8,204.0,10650.75
1,0,0,0,0,0,0,0,0,54.7,0.7935,0.34650000000000003,100.6,0.3705,21.4,231.2,12070.849999999999
