rank_name,degree_rank,closeness_rank,betweenness_rank,strength_rank,eigenvector_centrality_rank,frequency_rank,speech_acts_rank,words_rank
degree_rank,,1.0,0.8981418973580181,0.9101147148781995,0.8981755987331175,0.9090200684197957,0.7276432207825063,0.7366526513716254
closeness_rank,1.0,,0.8981418973580181,0.9101147148781995,0.8981755987331175,0.9090200684197957,0.7276432207825063,0.7366526513716254
betweenness_rank,0.8981418973580181,0.8981418973580181,,0.7724437907050257,0.7590024358852471,0.8213062330972949,0.7380600609820588,0.7955850276251701
strength_rank,0.9101147148781995,0.9101147148781995,0.7724437907050257,,0.9957440578610408,0.9754262200082646,0.7984149955664771,0.7919354218795658
eigenvector_centrality_rank,0.8981755987331175,0.8981755987331175,0.7590024358852471,0.9957440578610408,,0.971274862455086,0.804643261608154,0.7947919933431018
frequency_rank,0.9090200684197957,0.9090200684197957,0.8213062330972949,0.9754262200082646,0.971274862455086,,0.8339788059675873,0.8369483675460466
speech_acts_rank,0.7276432207825063,0.7276432207825063,0.7380600609820588,0.7984149955664771,0.804643261608154,0.8339788059675873,,0.917067684626656
words_rank,0.7366526513716254,0.7366526513716254,0.7955850276251701,0.7919354218795658,0.7947919933431018,0.8369483675460466,0.917067684626656,
