,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,19,8,6,11,10,14,8.65,0.5095000000000001,0.0137115,12.799999999999999,0.0704,2.1879999999999997,7.583500000000001,203.871
9,4,5,3,5,5,4,5,4,2.9405,0.59,0.04155,5.564,0.02861,4.6,20.950000000000003,611.7
8,4,4,1,3,3,4,3,2,16.25,0.789,0.06924999999999999,27.200000000000003,0.1121,7.0,34.25,2640.7
7,3,3,1,2,3,3,2,1,12.45,0.669,0.1245,41.6,0.1535,14.2,74.15,1017.5
6,3,3,1,2,3,2,2,1,14.350000000000001,0.709,0.263,56.0,0.32,23.8,100.75,1829.1
5,2,2,0,2,2,1,1,1,4.85,0.55,0.09705,70.4,0.403,19.0,47.55,2234.9
4,1,1,0,1,1,0,1,1,6.75,0.6295,0.15200000000000002,20.0,0.195,9.399999999999999,114.05000000000001,3046.5
3,1,1,0,1,1,0,1,1,10.55,0.829,0.18,48.8,0.278,11.8,127.35,3858.1
2,1,1,0,1,1,0,0,0,18.15,0.869,0.20800000000000002,63.2,0.36150000000000004,16.6,60.85,1423.3000000000002
1,1,0,0,0,0,0,0,0,20.05,0.749,0.2355,34.4,0.2365,21.4,87.44999999999999,3452.3
