,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,11,5,5,7,8,11,5.85,0.5615,0.0115335,10.100000000000001,0.0681,2.1385,11.444500000000001,268.8645
9,3,3,2,3,3,3,2,3,6.95,0.6045,0.05835,4.673,0.0233085,9.05,32.650000000000006,1882.85
8,3,3,2,3,3,2,2,2,8.05,0.6475,0.175,47.900000000000006,0.3355,11.35,74.85,808.6500000000001
7,2,2,1,1,2,2,2,1,2.5445,0.4315,0.035,15.5,0.38,15.950000000000001,138.14999999999998,5105.45
6,2,2,1,1,1,1,1,0,4.75,0.5185,0.2215,26.3,0.1127,4.449999999999999,53.75,1345.75
5,2,2,0,1,1,1,1,0,12.45,0.8205,0.08165,31.7,0.202,20.549999999999997,95.95,2419.95
4,1,1,0,1,1,1,1,0,10.25,0.6910000000000001,0.10515,37.099999999999994,0.29100000000000004,22.85,201.45,2957.05
3,1,1,0,1,1,0,0,0,11.350000000000001,0.7344999999999999,0.1285,42.5,0.4245,6.75,117.05,3494.1499999999996
2,0,0,0,1,0,0,0,0,3.6500000000000004,0.475,0.15150000000000002,53.3,0.1575,13.65,159.25,4031.25
1,0,0,0,0,0,0,0,0,9.149999999999999,0.7775000000000001,0.1985,20.9,0.2465,18.25,180.35000000000002,4568.35
