ID;avgpathlength;ID;characters_last_in;charcount;connected_components;filename;author;clustering_coefficient;change_rate_mean;subtitle;final_scene_size_index;maxdegree;title;edgecount;clustering_coefficient_random;component_sizes;segment_count;genretitle;density;year;average_path_length_random;all_in_index;change_rate_std;count_type;avgdegree;spearman_rho_avg;spearman_rho_std;top_rank_char_count;top_rank_char_avg;top_rank_char_std;spearman_rho_content_vs_network;degree_reg_type;degree_reg_val;closeness_reg_type;closeness_reg_val;betweenness_reg_type;betweenness_reg_val;strength_reg_type;strength_reg_val;eigenvector_centrality_reg_type;eigenvector_centrality_reg_val;frequency_reg_type;frequency_reg_val;speech_acts_reg_type;speech_acts_reg_val;words_reg_type;words_reg_val
35;1.2;35;OTTO,EDMUND,ANTONIE,HAHNENSPORN;5;1;1849-Benedix_Julius_Roderich-Die_Hochzeitsreise-lina;Benedix, Julius Roderich;0.8666666666666666;0.377083333333;Lustspiel in zwei Aufzügen;0.8;4;Die Hochzeitsreise;8;0.8028666666666674;[5];9;Lustspiel;0.8;1849;1.2000000000000226;0.4444444444444444;0.128543523758;scenes;3.2;0.4790657789881365;0.36352715646617556;1;1.625;;0.09999999999999999;quadratic;0.34321556803396935;quadratic;0.3047456019832143;quadratic;0.49191765902920226;exponential;0.44640344929635556;exponential;0.5312913746108909;powerlaw;0.35997194491400986;linear;0.4094434572548774;powerlaw;0.48676544716575487
