,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,20,22,35,26,26,29,32,41,17.25,0.6165,0.005148,13.5935,0.0495,1.693,26.5915,815.8394999999999
9,9,10,4,7,6,4,11,3,9.8315,0.571,0.026,24.950000000000003,0.0865,7.3,78.55000000000001,2466.1499999999996
8,3,3,2,4,4,3,1,1,13.55,0.6615,0.046799999999999994,58.85,0.23299999999999998,3.0999999999999996,130.25,7392.45
7,3,2,2,3,2,3,1,1,20.950000000000003,0.7515000000000001,0.06755,81.44999999999999,0.123,4.5,337.04999999999995,15602.95
6,3,2,1,2,2,3,1,0,32.05,0.7969999999999999,0.0156,47.55,0.1965,5.9,492.15,4108.25
5,2,2,1,2,2,1,0,0,35.75,0.8425,0.08829999999999999,115.35,0.306,8.7,181.95,5750.35
4,2,2,1,1,2,1,0,0,39.45,0.8875,0.09875,36.25,0.3795,10.100000000000001,233.65,9034.55
3,2,2,0,1,1,1,0,0,43.15,0.9775,0.0364,70.15,0.15949999999999998,12.899999999999999,285.35,10676.650000000001
2,1,1,0,0,1,1,0,0,24.65,0.7065,0.0572,92.75,0.26949999999999996,14.3,388.75,12318.75
1,1,0,0,0,0,0,0,0,28.35,0.9325,0.0779,104.05000000000001,0.3425,11.5,440.45000000000005,13960.849999999999
