,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,5,2,3,2,2,2,7.0,0.8835,0.0017671499999999999,41.4,0.355,10.9,39.3,824.019
9,4,4,4,2,2,2,2,1,7.8,0.9835,0.0339,48.2,0.268,15.299999999999999,49.1,1041.3000000000002
8,1,1,0,1,1,2,1,1,4.198,0.683,0.0053549999999999995,7.3660000000000005,0.0487,21.9,9.851,1473.6999999999998
7,0,0,0,1,1,1,1,1,4.6,0.7164999999999999,0.008919999999999999,34.6,0.3115,2.089,58.9,1689.9
6,0,0,0,1,1,1,1,1,5.0,0.75,0.0125,55.0,0.399,13.1,68.69999999999999,1906.1
5,0,0,0,1,1,1,1,1,5.4,0.7835000000000001,0.0161,61.8,0.443,19.700000000000003,88.30000000000001,2338.5
4,0,0,0,1,0,0,1,1,5.8,0.8165,0.01965,68.6,0.09290000000000001,4.300000000000001,98.1,2554.7
3,0,0,0,0,0,0,0,1,6.2,0.85,0.0232,14.200000000000001,0.1365,6.5,19.700000000000003,2770.9
2,0,0,0,0,0,0,0,0,6.6,0.9165000000000001,0.0268,21.0,0.18,8.7,29.5,1257.5
1,0,0,0,0,0,0,0,0,7.4,0.95,0.03035,27.799999999999997,0.224,17.5,78.5,2122.3
