,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,8,20,6,6,11,8,10,3.4000000000000004,0.45499999999999996,0.021681,2.8415,0.0213345,1.2475,39.75,338.481
9,6,7,2,6,5,6,6,8,8.2,0.6045,0.10930000000000001,9.65,0.06459999999999999,1.75,7.8705,1025.6999999999998
8,4,2,1,3,5,3,5,2,1.792,0.08234999999999999,0.41600000000000004,4.550000000000001,0.2365,3.75,23.85,2393.3
7,2,2,0,3,3,2,2,1,13.0,0.3805,0.0657,6.25,0.4095,2.75,71.55,1709.5
6,1,2,0,3,2,1,1,1,5.0,0.679,0.153,18.15,0.1505,5.75,87.45,3077.1
5,1,1,0,1,1,0,1,1,6.6,0.5295,0.197,11.35,0.27949999999999997,2.25,151.05,6496.1
4,1,1,0,1,1,0,0,0,11.399999999999999,0.7535000000000001,0.241,16.45,0.32299999999999995,3.25,55.650000000000006,3760.9
3,1,0,0,0,0,0,0,0,16.2,0.157,0.28500000000000003,7.95,0.10755,4.25,103.35,4444.700000000001
2,0,0,0,0,0,0,0,0,9.8,0.2315,0.3285,13.05,0.1935,4.75,119.25,5128.5
1,0,0,0,0,0,0,0,0,14.600000000000001,0.30600000000000005,0.372,14.75,0.3665,5.25,135.15,5812.299999999999
