,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,4,3,3,4,1,1,1.9,0.6335,-0.0001,1.9,0.5485,0.9999,3.3265000000000002,260.092
9,1,1,0,1,1,0,1,1,0.099,0.0330165,-0.0009,0.099,0.0285615,0.9991,8.05,603.4000000000001
8,0,0,0,0,0,0,1,1,0.30000000000000004,0.09985,-0.0007,0.30000000000000004,0.08635000000000001,0.9993,36.25,2994.6000000000004
7,0,0,0,0,0,0,1,1,0.5,0.1665,-0.0005,0.5,0.144,0.9995,45.65,3336.2
6,0,0,0,0,0,0,0,0,0.7,0.2335,-0.00030000000000000003,0.7,0.202,0.9997,12.75,945.0
5,0,0,0,0,0,0,0,0,0.9,0.30000000000000004,0.0001,0.9,0.26,1.0001,17.45,1286.6
4,0,0,0,0,0,0,0,0,1.1,0.36650000000000005,0.00030000000000000003,1.1,0.3175,1.0003,22.15,1628.2
3,0,0,0,0,0,0,0,0,1.2999999999999998,0.4335,0.0005,1.2999999999999998,0.375,1.0005,26.85,1969.8
2,0,0,0,0,0,0,0,0,1.5,0.5,0.0007,1.5,0.43300000000000005,1.0007,31.549999999999997,2311.3999999999996
1,0,0,0,0,0,0,0,0,1.7000000000000002,0.5665,0.0009,1.7000000000000002,0.491,1.0009,40.95,2653.0
