,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,10,4,4,7,6,6,1.495,0.651,0.026631000000000002,2.7325,0.04805,2.089,19.711,247.91649999999998
9,3,4,1,4,2,3,2,2,4.5,0.5025,0.0809,6.25,0.171,6.5,57.699999999999996,737.05
8,2,1,1,2,2,1,1,1,5.5,0.45299999999999996,0.188,9.75,0.2325,4.300000000000001,95.5,1223.75
7,1,1,1,1,2,1,1,1,2.5,0.552,0.511,13.25,0.2935,13.1,133.3,1710.4499999999998
6,1,1,0,1,1,1,1,1,6.5,0.7005,0.1345,20.25,0.10950000000000001,21.9,171.1,2197.15
5,1,1,0,1,1,0,1,1,10.5,0.8985000000000001,0.242,34.25,0.47750000000000004,8.7,246.70000000000002,2683.85
4,0,0,0,0,1,0,1,1,3.5,0.6014999999999999,0.29600000000000004,16.75,0.6,10.9,360.1,4630.65
3,0,0,0,0,0,0,0,0,7.5,0.75,0.35,23.75,0.355,15.299999999999999,208.9,3170.55
2,0,0,0,0,0,0,0,0,8.5,0.7995,0.40349999999999997,27.25,0.4165,17.5,284.5,3657.25
1,0,0,0,0,0,0,0,0,9.5,0.849,0.45699999999999996,30.75,0.5385,19.700000000000003,322.29999999999995,4143.95
