,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,20,35,57,31,15,48,56,54,17.25,0.6025,0.013760999999999999,14.549999999999999,0.03185,1.2475,11.682,303.33599999999996
9,15,11,4,14,14,11,2,4,22.950000000000003,0.5555,0.041749999999999995,22.25,0.061399999999999996,1.75,35.400000000000006,919.1999999999999
8,11,7,2,7,14,2,2,2,11.55,0.6965,0.09725,45.35,0.12,5.75,224.2,2757.6
7,7,4,1,4,8,1,1,1,34.35,0.508,0.2645,6.8115,0.09054999999999999,2.75,82.6,2144.8
6,4,2,0,3,6,1,1,1,5.8214999999999995,0.6495,0.0696,29.95,0.20850000000000002,3.75,106.2,3983.2000000000003
5,2,2,0,2,3,1,1,1,28.65,0.7435,0.125,53.05,0.2965,4.75,129.8,4596.0
4,2,2,0,2,2,0,1,1,51.45,0.8374999999999999,0.15300000000000002,76.15,0.238,2.25,153.39999999999998,5821.6
3,1,1,0,1,1,0,0,0,40.05,0.9315,0.181,68.44999999999999,0.14950000000000002,3.25,59.0,1532.0
2,1,0,0,0,1,0,0,0,45.75,0.7905,0.20900000000000002,37.65,0.179,4.25,177.0,3370.4
1,1,0,0,0,0,0,0,0,57.15,0.8845000000000001,0.237,60.75,0.26749999999999996,5.25,200.60000000000002,5208.799999999999
