,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,6,2,3,4,3,3,9.5,0.854,0.008712000000000001,3.376,0.2525,1.891,9.0785,202.179
9,2,3,4,2,3,2,2,3,4.5,0.7615000000000001,0.04395,8.2,0.34099999999999997,7.3,66.35,1740.9
8,2,2,1,2,2,2,2,2,7.5,0.577,0.0264,27.4,0.031585,10.9,80.65,972.5
7,2,1,1,2,2,2,2,2,8.5,0.48450000000000004,0.0791,32.2,0.07595,18.1,109.25,1356.6999999999998
6,1,1,1,2,2,1,1,2,1.495,0.623,0.16699999999999998,37.0,0.429,9.1,23.450000000000003,3661.9
5,1,1,0,1,1,1,1,1,3.5,0.808,0.0615,22.6,0.29700000000000004,12.7,37.75,588.3
4,1,1,0,1,0,1,1,0,10.5,0.9,0.09645000000000001,41.8,0.12,14.5,123.55,2125.1
3,0,0,0,1,0,0,1,0,2.5,0.531,0.11399999999999999,46.6,0.16399999999999998,3.6999999999999997,137.85,2509.3
2,0,0,0,0,0,0,0,0,5.5,0.669,0.132,13.0,0.20800000000000002,5.5,52.05,2893.5
1,0,0,0,0,0,0,0,0,6.5,0.715,0.1495,17.8,0.385,16.3,94.94999999999999,3277.7
