,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,5,10,6,5,8,9,11,2.5940000000000003,0.491,0.0104445,5.861000000000001,0.03076,2.3365,12.7415,318.90299999999996
9,3,3,5,3,3,3,2,2,11.0,0.7555000000000001,0.0317,37.1,0.08095,15.85,164.75,1440.5
8,3,2,1,2,3,2,2,2,13.4,0.642,0.09525,13.700000000000001,0.28,10.45,208.15,1999.9
7,2,2,1,2,2,2,1,1,7.4,0.6799999999999999,0.1585,21.5,0.1805,26.65,34.55,3118.7
6,2,2,1,2,2,1,1,1,8.6,0.718,0.2005,44.9,0.32999999999999996,5.050000000000001,56.25,3678.1000000000004
5,2,2,0,1,1,1,1,1,9.8,0.793,0.052849999999999994,29.3,0.22999999999999998,13.15,77.94999999999999,5356.3
4,1,1,0,1,1,1,1,0,3.8000000000000003,0.567,0.07395,68.30000000000001,0.43000000000000005,21.25,99.65,881.0999999999999
3,1,1,0,1,1,0,1,0,6.199999999999999,0.831,0.11649999999999999,76.1,0.47950000000000004,7.75,143.05,2559.3
2,0,0,0,0,0,0,0,0,5.0,0.529,0.1375,52.7,0.131,18.549999999999997,121.35,4237.5
1,0,0,0,0,0,0,0,0,12.2,0.6045,0.1795,60.5,0.38,23.950000000000003,186.45,4796.9
