,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,8,17,8,9,9,12,15,19.75,0.8135,0.0039204,62.25,0.278,4.6,11.395,521.4045
9,4,3,4,4,5,4,3,4,14.65,0.606,0.01186,16.75,0.02935,1.396,53.5,2584.75
8,3,3,2,3,3,4,2,3,7.8415,0.6890000000000001,0.07525000000000001,10.2175,0.0571,3.8,32.5,1555.6499999999999
7,3,3,1,3,3,2,2,2,16.35,0.772,0.0198,29.75,0.11225,2.2,74.5,9788.45
6,3,3,1,2,3,2,2,1,23.15,0.9795,0.06735,23.25,0.2505,3.0,95.5,7730.25
5,2,2,0,2,1,2,2,0,11.25,0.6475,0.02775,55.75,0.0847,6.199999999999999,116.5,3613.85
4,1,2,0,2,1,1,1,0,12.95,0.7304999999999999,0.03565,68.75,0.195,7.0,179.5,4642.95
3,1,1,0,1,0,1,1,0,18.049999999999997,0.8965000000000001,0.043550000000000005,42.75,0.14,8.6,200.5,5672.05
2,1,0,0,0,0,0,0,0,21.450000000000003,0.855,0.051500000000000004,36.25,0.16749999999999998,5.4,137.5,6701.15
1,0,0,0,0,0,0,0,0,9.55,0.938,0.05945,49.25,0.22299999999999998,7.8,158.5,8759.349999999999
