,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,14,8,8,11,14,14,16.25,0.789,0.005544,6.5,0.0678,1.2475,13.5235,262.618
9,5,5,6,5,5,5,2,3,6.75,0.59,0.0279,30.5,0.2995,4.75,38.95,781.5999999999999
8,4,4,2,3,3,3,2,2,12.45,0.669,0.0614,27.5,0.27049999999999996,3.75,64.25,1814.4
7,3,3,2,2,2,2,2,2,8.65,0.55,0.10600000000000001,3.485,0.0386,1.75,89.55000000000001,2330.8
6,2,2,1,2,2,2,1,1,18.15,0.5095000000000001,0.03905,12.5,0.1835,2.75,114.85,1298.0
5,2,2,0,2,2,2,1,1,20.05,0.869,0.01675,18.5,0.2415,5.75,140.15,2847.2
4,1,1,0,1,1,0,1,1,2.9405,0.709,0.0502,15.5,0.1255,2.25,165.45,3363.6000000000004
3,1,1,0,1,1,0,1,1,4.85,0.749,0.07255,21.5,0.15450000000000003,3.25,216.05,4912.8
2,1,1,0,1,1,0,1,0,14.350000000000001,0.829,0.0837,24.5,0.21250000000000002,4.25,241.35,3880.0
1,0,0,0,0,0,0,0,0,10.55,0.6295,0.09465000000000001,9.5,0.09665,5.25,190.75,4396.4
