,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,4,11,6,8,9,9,11,5.25,0.5509999999999999,0.008415,6.445,0.03243,2.782,11.89,275.8635
9,4,4,4,4,4,4,5,3,10.35,0.677,0.02545,50.5,0.275,13.600000000000001,78.0,835.9499999999999
8,4,4,2,3,3,2,3,3,13.75,0.762,0.0424,17.5,0.1295,6.3999999999999995,34.0,1393.25
7,2,2,2,3,1,2,2,1,12.05,0.593,0.05935,28.5,0.08095,20.8,56.0,1950.55
6,2,2,1,2,1,2,1,1,15.45,0.7195,0.0763,39.5,0.178,35.2,188.0,2507.85
5,2,2,1,1,1,1,1,1,17.15,0.888,0.1615,72.5,0.2265,10.0,210.0,4179.75
4,1,1,0,1,1,1,0,1,1.8415000000000001,0.5085,0.0934,83.5,0.372,17.2,100.0,5294.35
3,0,1,0,1,1,0,0,0,3.5500000000000003,0.804,0.11049999999999999,105.5,0.42000000000000004,24.4,122.0,3065.15
2,0,1,0,0,1,0,0,0,6.949999999999999,0.846,0.1275,61.5,0.4685,28.0,144.0,3622.45
1,0,0,0,0,0,0,0,0,8.65,0.635,0.14450000000000002,94.5,0.3235,31.6,166.0,4737.049999999999
