,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,3,3,5,3,2,8.8,0.9844999999999999,0.0010989,13.75,0.2345,3.2,41.85,174.27949999999998
9,4,4,5,3,2,2,2,2,8.0,0.8925000000000001,0.0211,16.25,0.202,4.0,8.3165,637.3499999999999
8,1,1,0,2,2,2,2,2,5.198,0.7075,0.0033300000000000005,33.75,0.299,9.6,55.25,1253.75
7,0,0,0,1,2,1,1,1,5.6,0.7384999999999999,0.005555,11.2375,0.492,2.396,15.049999999999999,329.15
6,0,0,0,1,1,0,1,1,6.0,0.7695000000000001,0.0077800000000000005,18.75,0.267,4.800000000000001,35.15,791.45
5,0,0,0,0,0,0,1,1,6.4,0.8,0.009995,21.25,0.33099999999999996,5.6,68.65,1099.65
4,0,0,0,0,0,0,0,1,6.8,0.8305,0.012199999999999999,23.75,0.363,6.4,21.75,1561.95
3,0,0,0,0,0,0,0,0,7.2,0.8614999999999999,0.01445,26.25,0.395,7.199999999999999,28.450000000000003,483.25
2,0,0,0,0,0,0,0,0,7.6,0.923,0.0167,28.75,0.4275,8.0,48.55,945.55
1,0,0,0,0,0,0,0,0,8.399999999999999,0.9535,0.0189,31.25,0.45999999999999996,8.8,61.95,1407.85
