,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,18,11,12,13,14,16,5.75,0.5409999999999999,0.015048,4.2175,0.03805,2.2375,8.821,215.0975
9,4,5,2,4,3,4,4,2,1.9405,0.5865,0.0456,17.25,0.14450000000000002,4.75,40.5,647.75
8,4,4,1,3,2,2,2,2,9.55,0.632,0.07595,10.75,0.09145,7.25,24.700000000000003,1078.25
7,3,2,1,3,2,1,1,1,7.65,0.4485,0.10655,23.75,0.1975,9.75,56.3,1508.75
6,2,2,1,1,2,1,1,1,3.8499999999999996,0.495,0.16699999999999998,36.75,0.251,12.25,103.69999999999999,1939.25
5,2,2,1,1,2,1,1,1,11.45,0.6779999999999999,0.2885,49.75,0.5165,17.25,135.3,3661.25
4,1,2,0,1,1,1,1,1,13.350000000000001,0.724,0.137,62.75,0.35750000000000004,19.75,151.1,4091.75
3,1,1,0,0,0,1,0,0,15.25,0.862,0.1975,30.25,0.3045,24.75,72.1,2369.75
2,1,0,0,0,0,0,0,0,19.05,0.77,0.22799999999999998,43.25,0.4105,14.75,87.9,2800.25
1,0,0,0,0,0,0,0,0,17.15,0.8160000000000001,0.258,56.25,0.4635,22.25,119.5,3230.75
