,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,24,16,61,28,28,43,40,49,10.2,0.515,0.016236,13.350000000000001,0.02391,1.3465,7.8705,282.0015
9,11,16,2,15,15,10,13,9,15.0,0.5515,0.04925,6.4155,0.0593,2.05,23.85,854.5500000000001
8,8,11,1,6,6,6,5,3,5.3759999999999994,0.479,0.0821,20.25,0.09445,2.75,39.75,1424.25
7,8,8,1,6,5,2,2,2,24.6,0.624,0.11475,27.15,0.1295,4.15,55.650000000000006,4272.75
6,7,7,1,3,5,2,2,1,19.799999999999997,0.588,0.312,34.05,0.2005,6.25,71.55,1993.95
5,3,5,0,3,3,2,2,1,34.2,0.696,0.14750000000000002,47.849999999999994,0.2355,7.65,151.05,3133.35
4,2,1,0,3,3,1,1,1,39.0,0.66,0.1805,61.65,0.34099999999999997,4.85,103.35,5412.15
3,1,1,0,1,1,0,1,0,29.4,0.7685,0.21350000000000002,40.95,0.16499999999999998,3.45,135.15,2563.65
2,1,1,0,1,0,0,0,0,43.8,0.8049999999999999,0.2465,68.55,0.27049999999999996,5.550000000000001,87.45,3703.05
1,1,0,0,0,0,0,0,0,48.6,0.732,0.27949999999999997,54.75,0.3055,6.949999999999999,119.25,4842.450000000001
