,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,10,4,4,6,9,10,5.495,0.62,0.003930299999999999,6.5344999999999995,0.08815,1.2475,11.6525,316.0105
9,3,3,3,3,4,4,2,2,10.5,0.78,0.0754,9.649999999999999,0.267,2.75,109.25,3258.45
8,3,3,2,2,2,2,1,1,14.5,0.98,0.01192,18.95,0.124,1.75,31.25,1494.75
7,2,2,1,2,2,2,1,1,6.5,0.66,0.05955,22.05,0.374,4.75,70.25,2082.65
6,2,2,0,2,1,1,1,1,9.5,0.74,0.01985,31.35,0.15999999999999998,3.75,128.75,5022.15
5,2,2,0,1,1,1,1,1,11.5,0.8200000000000001,0.02775,15.85,0.196,5.75,148.25,5610.05
4,1,1,0,1,1,0,1,0,13.5,0.94,0.035699999999999996,25.15,0.303,2.25,187.25,906.8499999999999
3,0,0,0,1,1,0,0,0,7.5,0.7,0.04365,34.45,0.41000000000000003,3.25,50.75,2670.55
2,0,0,0,0,0,0,0,0,8.5,0.86,0.0516,12.75,0.23149999999999998,4.25,89.75,3846.3500000000004
1,0,0,0,0,0,0,0,0,12.5,0.9,0.06745000000000001,28.25,0.3385,5.25,167.75,4434.25
