,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,7,4,4,3,4,4,10.5,0.9319999999999999,0.007128,8.346,0.038599999999999995,2.6334999999999997,14.919500000000001,206.8215
9,2,2,3,2,3,2,4,4,7.5,0.6134999999999999,0.05025,51.6,0.266,5.949999999999999,145.55,1831.65
8,1,2,1,2,3,2,2,2,2.495,0.75,0.02155,73.19999999999999,0.35650000000000004,19.15,249.95,3860.15
7,1,1,1,1,1,2,1,1,3.5,0.5680000000000001,0.0646,19.200000000000003,0.08424999999999999,22.450000000000003,41.150000000000006,614.55
6,1,1,1,1,1,1,1,1,4.5,0.659,0.1365,62.4,0.402,12.55,171.64999999999998,1425.9499999999998
5,1,1,0,1,1,1,1,1,5.5,0.7045,0.0359,84.0,0.4475,15.85,197.75,2643.05
4,1,1,0,1,0,1,0,0,6.5,0.7955,0.07894999999999999,94.80000000000001,0.1295,25.75,67.25,1020.25
3,1,1,0,1,0,1,0,0,8.5,0.841,0.09355,105.6,0.175,32.35,93.35,2237.35
2,1,1,0,0,0,0,0,0,9.5,0.9775,0.10800000000000001,30.0,0.2205,9.25,119.45,3048.75
1,1,0,0,0,0,0,0,0,11.5,0.8865000000000001,0.122,40.8,0.3115,29.049999999999997,223.85000000000002,3454.45
