,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,6,8,6,6,6,8,9,7.199999999999999,0.6545000000000001,0.00391545,7.386000000000001,0.09445,1.198,9.0685,360.47900000000004
9,2,2,2,4,4,4,3,3,6.396,0.727,0.01975,27.0,0.35550000000000004,4.0,41.75,1088.3000000000002
8,2,2,2,2,2,2,2,2,8.8,0.8365,0.051449999999999996,13.0,0.1925,2.0,58.05,1812.5
7,2,2,2,2,2,2,1,1,11.2,0.9455,0.07515,32.6,0.388,4.8,74.35,6881.9
6,2,2,1,1,1,1,1,0,12.8,0.982,0.03565,21.4,0.29000000000000004,2.8,155.85,2536.7
5,2,1,0,0,0,0,0,0,13.6,0.873,0.011855000000000001,10.2,0.127,1.6,25.450000000000003,3260.9
4,1,0,0,0,0,0,0,0,12.0,0.6910000000000001,0.0277,15.8,0.15949999999999998,2.4000000000000004,90.65,3985.1
3,0,0,0,0,0,0,0,0,8.0,0.7635000000000001,0.043550000000000005,18.6,0.22499999999999998,3.2,106.94999999999999,4709.299999999999
2,0,0,0,0,0,0,0,0,9.6,0.8,0.05935,24.200000000000003,0.2575,3.5999999999999996,123.25,5433.5
1,0,0,0,0,0,0,0,0,10.4,0.909,0.06725,29.799999999999997,0.3225,4.4,139.55,6157.700000000001
