,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,3,2,2,1,1,2,3.95,0.99,0.0528,12.594,0.3605,7.544499999999999,83.22749999999999,3062.6499999999996
9,2,2,2,1,1,1,1,1,3.0495,0.81,0.0027522,13.8,0.40549999999999997,9.75,87.75,2510.0305
8,0,0,0,1,1,1,1,1,3.1500000000000004,0.83,0.00833,18.6,0.5185,10.850000000000001,92.25,2694.8500000000004
7,0,0,0,1,1,1,1,1,3.25,0.85,0.0139,23.4,0.5640000000000001,14.149999999999999,110.25,4166.05
6,0,0,0,0,0,1,1,0,3.3499999999999996,0.87,0.019450000000000002,15.0,0.383,17.45,123.75,2878.75
5,0,0,0,0,0,0,0,0,3.45,0.89,0.025,16.2,0.4285,8.649999999999999,96.75,3246.55
4,0,0,0,0,0,0,0,0,3.55,0.91,0.03055,17.4,0.451,11.95,101.25,3430.45
3,0,0,0,0,0,0,0,0,3.6500000000000004,0.9299999999999999,0.0361,19.799999999999997,0.47350000000000003,13.05,105.75,3614.3500000000004
2,0,0,0,0,0,0,0,0,3.75,0.95,0.04165,21.0,0.496,15.25,114.75,3798.25
1,0,0,0,0,0,0,0,0,3.8499999999999996,0.97,0.047200000000000006,22.200000000000003,0.5415000000000001,16.35,119.25,3982.1499999999996
