,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,14,6,6,12,11,12,5.495,0.6014999999999999,0.0138105,5.891,0.11285,1.1485,13.474,257.22200000000004
9,6,6,2,6,4,3,1,1,7.5,0.6635,0.0979,7.699999999999999,0.07435,2.95,38.8,775.4000000000001
8,2,2,1,2,2,3,1,1,6.5,0.6325000000000001,0.126,14.9,0.15100000000000002,3.85,89.19999999999999,1291.0
7,2,2,1,2,2,0,1,1,12.5,0.8175,0.265,22.1,0.34299999999999997,1.4500000000000002,114.4,1806.6
6,1,1,0,1,2,0,1,1,10.5,0.725,0.0419,18.5,0.4195,1.75,139.6,3869.0
5,1,1,0,1,1,0,1,1,14.5,0.8795,0.06985,20.299999999999997,0.266,2.05,164.8,4384.6
4,0,0,0,0,1,0,1,1,8.5,0.6945,0.15400000000000003,9.5,0.381,2.35,190.0,4900.2
3,0,0,0,0,0,0,1,0,9.5,0.7555000000000001,0.182,11.3,0.1895,2.65,240.4,2322.2
2,0,0,0,0,0,0,0,0,11.5,0.7865,0.21000000000000002,13.1,0.22799999999999998,3.25,64.0,2837.8
1,0,0,0,0,0,0,0,0,13.5,0.8485,0.2375,16.700000000000003,0.3045,3.55,215.2,3353.3999999999996
