,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,14,9,31,15,26,25,27,30,8.7,0.4165,0.0116325,4.6135,0.0177895,1.6435,6.841,180.38799999999998
9,7,8,4,12,5,4,6,5,2.089,0.35050000000000003,0.08235,11.95,0.3015,5.550000000000001,30.5,544.5999999999999
8,7,7,3,4,3,4,3,2,15.299999999999999,0.5485,0.2,55.75,0.33699999999999997,8.15,18.700000000000003,907.0
7,5,4,1,3,2,3,2,2,10.9,0.4495,0.0353,63.05,0.0891,6.85,42.3,1269.4
6,2,4,1,2,2,2,2,1,6.5,0.6145,0.05885,26.549999999999997,0.15999999999999998,4.25,77.69999999999999,2356.6000000000004
5,2,3,1,2,1,2,1,1,13.1,0.3835,0.10605,48.45,0.05345,13.35,101.30000000000001,2719.0
4,2,3,1,1,1,1,1,1,19.700000000000003,0.5155000000000001,0.22349999999999998,19.25,0.1245,2.95,113.1,3443.8
3,2,2,0,1,1,1,0,0,21.9,0.3175,0.1295,33.85,0.1955,10.75,54.1,1631.8
2,1,2,0,1,1,0,0,0,4.300000000000001,0.48250000000000004,0.153,41.15,0.26649999999999996,9.45,65.9,1994.2
1,0,0,0,1,0,0,0,0,17.5,0.5814999999999999,0.1765,70.35,0.23099999999999998,12.05,89.5,3081.3999999999996
