,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,8,12,6,8,9,14,12,7.050000000000001,0.417,0.00018216,13.6,0.018366,1.0495,7.4845,184.5865
9,6,6,6,5,6,9,2,2,8.85,0.5225,0.003495,7.199999999999999,0.35250000000000004,1.95,73.05,539.05
8,3,3,0,3,3,0,1,2,7.949999999999999,0.46950000000000003,0.0005515,8.0,0.20400000000000001,1.15,20.65,1597.15
7,1,1,0,3,1,0,1,1,6.1485,0.40349999999999997,0.0009175,8.8,0.16649999999999998,1.25,125.45,1949.85
6,0,0,0,1,0,0,0,1,6.449999999999999,0.4305,0.0012850000000000001,6.396,0.055650000000000005,1.35,33.75,3360.65
5,0,0,0,0,0,0,0,0,6.75,0.4435,0.001655,9.6,0.0926,1.45,46.849999999999994,891.75
4,0,0,0,0,0,0,0,0,7.35,0.4565,0.002025,10.4,0.1295,1.55,59.95,1244.4499999999998
3,0,0,0,0,0,0,0,0,7.65,0.483,0.0023899999999999998,11.2,0.2415,1.65,86.15,2302.55
2,0,0,0,0,0,0,0,0,8.25,0.4965,0.0027549999999999996,12.0,0.27849999999999997,1.75,99.25,2655.25
1,0,0,0,0,0,0,0,0,8.55,0.5095000000000001,0.003125,12.8,0.3155,1.85,112.35,3007.95
