,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,16,6,7,13,10,14,8.65,0.5894999999999999,0.018166500000000002,10.100000000000001,0.0824,1.792,7.8805000000000005,269.2305
9,4,5,2,5,6,4,4,2,5.25,0.538,0.05500000000000001,4.9,0.028970000000000003,3.4000000000000004,35.75,815.8499999999999
8,3,4,2,4,3,1,3,2,3.5500000000000003,0.641,0.09165000000000001,12.7,0.1355,5.0,21.85,1903.65
7,3,2,1,2,1,1,1,2,10.35,0.6930000000000001,0.1285,2.287,0.1885,6.6,49.650000000000006,3535.3500000000004
6,1,1,1,2,1,1,1,1,1.8415000000000001,0.38149999999999995,0.34850000000000003,20.5,0.2945,8.2,77.45,1359.75
5,1,1,0,1,1,1,1,1,12.05,0.434,0.16499999999999998,17.9,0.34750000000000003,11.399999999999999,91.35,5167.05
4,1,1,0,1,1,1,1,0,13.75,0.486,0.2015,23.1,0.40049999999999997,16.2,119.15,2447.55
3,1,1,0,1,1,0,1,0,17.15,0.849,0.2385,25.7,0.4535,9.8,133.05,2991.45
2,0,0,0,0,1,0,0,0,6.949999999999999,0.745,0.275,7.5,0.507,13.0,63.55,4079.25
1,0,0,0,0,0,0,0,0,15.45,0.7969999999999999,0.3115,15.3,0.2415,14.600000000000001,105.25,4623.15
