,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,8,10,5,5,5,10,10,11.899999999999999,0.8500000000000001,0.004940099999999999,33.75,0.2865,3.85,7.8705,123.453
9,4,4,3,3,3,3,2,1,13.3,0.95,0.02495,20.25,0.172,0.5445000000000001,39.75,374.1
8,3,1,1,2,2,2,2,1,10.5,0.0495,0.01499,2.2275,0.018909,1.6500000000000001,87.45,623.5
7,1,1,1,2,2,2,1,1,0.693,0.55,0.054900000000000004,29.25,0.363,6.05,55.650000000000006,1122.3
6,1,1,1,2,1,2,1,1,2.0999999999999996,0.6499999999999999,0.0948,42.75,0.0573,10.45,151.05,1371.7
5,1,1,0,1,1,1,0,1,4.9,0.75,0.0349,6.75,0.21000000000000002,4.95,23.85,2119.9
4,0,0,0,1,1,1,0,1,3.5,0.15000000000000002,0.044899999999999995,24.75,0.248,9.350000000000001,71.55,2369.3
3,0,0,0,0,1,0,0,0,6.3,0.25,0.0649,11.25,0.32499999999999996,2.75,103.35,872.9000000000001
2,0,0,0,0,0,0,0,0,7.7,0.35,0.0749,15.75,0.09570000000000001,7.15,119.25,1621.1
1,0,0,0,0,0,0,0,0,9.100000000000001,0.45,0.08485000000000001,38.25,0.134,8.25,135.15,1870.5
