,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,5,4,2,3,2,3,4.05,0.75,0.0099,4.2475000000000005,0.2535,1.9,4.673,93.30850000000001
9,2,2,2,2,2,2,2,2,3.1485,0.683,0.19,8.75,0.28300000000000003,1.099,15.5,1608.85
8,2,2,0,1,2,2,2,1,5.85,0.9835,0.03,5.75,0.5185,2.9,53.3,430.75
7,0,0,0,0,1,0,1,1,3.45,0.7164999999999999,0.05,4.75,0.40049999999999997,1.2999999999999998,26.3,767.35
6,0,0,0,0,0,0,0,0,3.75,0.7835000000000001,0.07,5.25,0.3125,1.5,10.100000000000001,262.45000000000005
5,0,0,0,0,0,0,0,0,4.35,0.8165,0.09,6.25,0.3415,1.7000000000000002,20.9,599.05
4,0,0,0,0,0,0,0,0,4.65,0.85,0.11,6.75,0.371,2.1,31.7,935.65
3,0,0,0,0,0,0,0,0,4.949999999999999,0.8835,0.13,7.25,0.43,2.3,37.099999999999994,1103.9499999999998
2,0,0,0,0,0,0,0,0,5.25,0.9165000000000001,0.15000000000000002,7.75,0.4595,2.5,42.5,1272.25
1,0,0,0,0,0,0,0,0,5.550000000000001,0.95,0.16999999999999998,8.25,0.489,2.7,47.900000000000006,1440.5500000000002
