,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,5,14,6,6,8,13,14,18.0,0.6859999999999999,0.006039,6.6135,0.030850000000000002,1.8415000000000001,12.395,210.5935
9,4,5,5,4,5,4,6,4,6.0,0.7735000000000001,0.0183,28.55,0.26449999999999996,3.5500000000000003,54.5,623.95
8,4,5,2,4,4,4,2,2,12.0,0.817,0.0305,50.45,0.06995,8.65,138.5,1035.25
7,3,4,2,3,4,3,1,2,3.99,0.5555,0.0548,13.950000000000001,0.14750000000000002,5.25,33.5,1857.85
6,3,3,1,3,2,3,1,2,14.0,0.512,0.067,72.35,0.10869999999999999,12.05,75.5,2269.15
5,2,1,1,2,2,2,1,1,16.0,0.599,0.07919999999999999,21.25,0.3035,13.75,96.5,1446.5500000000002
4,1,1,1,2,2,1,1,1,8.0,0.6425000000000001,0.11599999999999999,57.75,0.3815,15.45,159.5,3914.35
3,1,1,0,1,1,1,1,0,20.0,0.73,0.04265,35.85,0.1865,17.15,201.5,2680.45
2,1,1,0,1,0,0,0,0,22.0,0.904,0.09140000000000001,43.15,0.22549999999999998,6.949999999999999,117.5,3091.75
1,0,0,0,0,0,0,0,0,10.0,0.8605,0.10375000000000001,65.05,0.3425,10.35,180.5,3503.05
