ID;avgpathlength;ID;characters_last_in;charcount;connected_components;filename;author;clustering_coefficient;change_rate_mean;subtitle;final_scene_size_index;maxdegree;title;edgecount;clustering_coefficient_random;component_sizes;segment_count;genretitle;density;year;average_path_length_random;all_in_index;change_rate_std;count_type;avgdegree;spearman_rho_avg;spearman_rho_std;top_rank_char_count;top_rank_char_avg;top_rank_char_std;spearman_rho_content_vs_network;degree_reg_type;degree_reg_val;closeness_reg_type;closeness_reg_val;betweenness_reg_type;betweenness_reg_val;strength_reg_type;strength_reg_val;eigenvector_centrality_reg_type;eigenvector_centrality_reg_val;frequency_reg_type;frequency_reg_val;speech_acts_reg_type;speech_acts_reg_val;words_reg_type;words_reg_val
261;1.7176470588235293;261;YNGURD,ALF,BRUNHILDE,ALLGEMEINER RUF,BIÖRNELAND,ERICHSON,OURDAL;35;1;1817-Müllner_Adolph-König_Yngurd-lina;Müllner, Adolph;0.7952135012758632;0.647864357864;Trauerspiel in fünf Akten;0.2;26;König Yngurd;213;0.3587724952069019;[35];46;Trauerspiel;0.35798319327731093;1817;1.6479495798319292;1.0;0.226440401418;scenes;12.17142857142857;0.8439207148096448;0.08502065367246153;1;1.125;;0.7915907498248071;powerlaw;0.8414128560510181;powerlaw;0.8525246553347168;quadratic;0.6587508118965582;quadratic;0.6584024432630989;quadratic;0.5599805333429605;quadratic;0.47511087008627884;quadratic;0.7382919542488382;quadratic;0.5746432036008405
