,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,6,12,7,7,7,8,8,8.3,0.65,0.0102465,5.5145,0.035699999999999996,2.1879999999999997,8.227,171.924
9,2,3,2,2,3,2,2,2,2.693,0.6965,0.05185,19.75,0.4085,7.0,81.3,844.0
8,2,2,2,2,2,2,2,2,13.899999999999999,0.5565,0.07255,62.35,0.16,21.4,139.7,1179.2
7,1,2,1,2,2,1,1,2,9.7,0.7435,0.197,69.45,0.367,4.6,22.9,1514.4
6,1,2,0,1,1,1,1,1,11.100000000000001,0.8835,0.031100000000000003,26.85,0.11850000000000001,11.8,37.5,508.79999999999995
5,1,1,0,1,1,1,1,1,12.5,0.8365,0.09345,33.95,0.243,14.2,66.7,2855.2
4,1,1,0,1,1,1,1,1,15.3,0.9764999999999999,0.11399999999999999,48.150000000000006,0.2845,16.6,95.9,3190.4
3,0,0,0,1,0,1,1,0,4.1,0.6034999999999999,0.1345,55.25,0.07730000000000001,19.0,110.5,1849.6
2,0,0,0,0,0,1,0,0,5.5,0.79,0.1555,12.649999999999999,0.2015,23.8,52.099999999999994,2184.8
1,0,0,0,0,0,0,0,0,6.9,0.9299999999999999,0.1765,41.05,0.3255,9.399999999999999,125.1,2520.0
