,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,14,20,49,20,21,45,48,48,7.050000000000001,0.36650000000000005,0.015146999999999999,12.5,0.022126499999999997,1.2475,10.9395,401.1975
9,14,12,1,18,11,3,1,2,9.75,0.4175,0.16849999999999998,8.7,0.11165,1.75,33.150000000000006,1215.75
8,13,8,1,7,8,1,1,1,12.45,0.1625,0.199,4.881,0.1565,2.75,55.25,3647.25
7,4,8,1,2,7,1,1,1,4.3365,0.4685,0.2905,16.3,0.067,3.75,77.35,7699.75
6,3,2,0,2,2,1,1,0,15.15,0.6214999999999999,0.045899999999999996,39.1,0.4245,4.75,209.95,2026.25
5,2,1,0,1,1,1,0,0,28.65,0.5195000000000001,0.0765,20.1,0.2455,5.75,99.45,2836.75
4,1,1,0,1,1,0,0,0,20.549999999999997,0.5705,0.1069,23.9,0.2905,2.25,121.55,4457.75
3,1,0,0,1,1,0,0,0,23.25,0.2135,0.1375,27.700000000000003,0.33499999999999996,3.25,143.64999999999998,5268.25
2,0,0,0,0,0,0,0,0,17.85,0.26449999999999996,0.22949999999999998,31.5,0.201,4.25,165.75,6078.75
1,0,0,0,0,0,0,0,0,25.950000000000003,0.3155,0.26,35.3,0.3795,5.25,187.85000000000002,6889.25
