,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,6,18,8,14,9,12,14,5.199999999999999,0.3895,0.011583,5.35,0.0217283,1.3465,7.039,266.1525
9,4,5,3,4,3,6,8,7,1.594,0.512,0.2225,2.4354999999999998,0.10830000000000001,2.75,19.299999999999997,788.25
8,4,4,2,4,3,5,2,2,6.4,0.3285,0.15200000000000002,8.25,0.3665,4.15,31.5,1307.75
7,3,3,1,3,2,4,2,2,11.2,0.451,0.0351,11.149999999999999,0.1515,2.05,55.9,1827.25
6,3,3,1,2,2,2,1,1,12.4,0.48150000000000004,0.058499999999999996,16.95,0.3235,6.25,43.7,2866.25
5,2,3,1,2,1,1,1,1,7.6,0.6034999999999999,0.1053,19.85,0.1945,7.65,68.1,4944.25
4,2,1,1,2,1,0,1,0,8.8,0.4205,0.1285,22.75,0.28049999999999997,3.45,116.9,2346.75
3,2,1,0,1,1,0,0,0,10.0,0.5425,0.0819,25.65,0.4095,4.85,80.30000000000001,3385.75
2,1,1,0,1,0,0,0,0,2.8,0.573,0.1755,28.55,0.06505,5.550000000000001,92.5,3905.25
1,1,0,0,0,0,0,0,0,4.0,0.359,0.199,14.05,0.2375,6.949999999999999,104.69999999999999,4424.75
