,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,13,4,4,6,9,10,10.45,0.7444999999999999,0.0115335,10.05,0.21150000000000002,1.2475,5.2075,153.2825
9,2,3,1,4,4,5,2,2,2.6435,0.5585,0.0814,14.65,0.2895,1.75,13.75,448.25
8,2,2,1,3,2,2,2,2,5.25,0.6054999999999999,0.128,3.1385,0.056,2.75,30.75,741.75
7,2,1,1,2,2,2,1,1,14.35,0.7909999999999999,0.221,5.449999999999999,0.09535,5.75,22.25,1915.75
6,1,1,0,1,2,1,1,1,3.9499999999999997,0.884,0.0349,16.950000000000003,0.4065,4.75,56.25,2796.25
5,1,1,0,1,1,0,1,0,13.05,0.9305,0.05815,21.549999999999997,0.1345,2.25,81.75,1035.25
4,0,1,0,1,1,0,0,0,6.550000000000001,0.977,0.10450000000000001,23.85,0.3285,3.25,39.25,1328.75
3,0,0,0,0,0,0,0,0,7.85,0.652,0.15150000000000002,7.75,0.173,3.75,47.75,1622.25
2,0,0,0,0,0,0,0,0,9.15,0.698,0.1745,12.35,0.2505,4.25,64.75,2209.25
1,0,0,0,0,0,0,0,0,11.75,0.8374999999999999,0.1975,19.25,0.3675,5.25,73.25,2502.75
