,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,6,12,6,6,8,7,8,1.4455,0.4665,0.0288585,1.99,0.067,1.6435,7.2075,223.599
9,3,2,1,2,3,2,4,3,2.3499999999999996,0.5395000000000001,0.32099999999999995,4.0,0.4275,2.95,15.75,525.3
8,2,2,1,1,2,2,1,1,4.15,0.612,0.554,6.0,0.16999999999999998,5.550000000000001,32.75,825.5
7,2,1,0,1,1,1,1,1,5.05,0.503,0.08765,8.0,0.1185,8.15,66.75,1726.1
6,1,1,0,1,1,1,1,1,5.95,0.6485000000000001,0.146,10.0,0.2215,13.35,83.75,2926.9
5,1,1,0,1,1,0,0,0,7.75,0.7215,0.20400000000000001,12.0,0.5305,4.25,24.25,1125.7
4,1,1,0,1,0,0,0,0,9.55,0.794,0.2625,16.0,0.273,6.85,41.25,1425.9
3,0,0,0,1,0,0,0,0,3.25,0.5760000000000001,0.379,20.0,0.3245,9.45,49.75,2026.3000000000002
2,0,0,0,0,0,0,0,0,6.85,0.685,0.4375,14.0,0.376,10.75,58.25,2326.5
1,0,0,0,0,0,0,0,0,8.649999999999999,0.758,0.496,18.0,0.479,12.05,75.25,2626.7
