metrics,linear,exponential,powerlaw,quadratic,max_val,max_type
degree,0.551576540267,0.611090672027,0.627436639277,0.173345131213,0.6274366392769986,powerlaw
closeness,0.479196914662,0.533867299482,0.538602127613,0.11058281403,0.5386021276128852,powerlaw
betweenness,0.0601035400249,0.143405833503,0.142817743477,0.334428570766,0.33442857076558663,quadratic
strength,0.457482966994,0.48443469463,0.528883189042,0.0202314986322,0.5288831890424184,powerlaw
eigenvector_centrality,0.443414952084,0.440734672491,0.438505533908,0.526761693185,0.5267616931851167,quadratic
frequency,0.392994132283,0.494198923477,0.61023186788,0.444388464893,0.6102318678795715,powerlaw
speech_acts,0.0405096928938,0.121132888669,0.329784929025,0.505771192189,0.5057711921889972,quadratic
words,0.0597229554952,0.132258304256,0.409823915041,0.534321401349,0.5343214013488318,quadratic
