,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,9,5,4,5,4,3,2.495,0.5680000000000001,0.010889999999999999,6.574,0.07919999999999999,3.1385,13.93,250.289
9,3,3,2,3,2,2,3,3,7.5,0.75,0.03295,27.4,0.26649999999999996,7.75,140.0,1338.6999999999998
8,2,2,2,2,2,2,2,2,3.5,0.6134999999999999,0.20900000000000002,17.0,0.4995,10.05,28.0,2063.1
7,2,2,0,2,1,2,1,1,6.5,0.7045,0.054900000000000004,53.4,0.126,23.85,42.0,614.3
6,2,2,0,1,1,1,1,1,11.5,0.9775,0.0769,37.8,0.1725,12.35,56.0,976.5
5,1,1,0,0,1,1,1,1,8.5,0.7955,0.09895000000000001,11.8,0.2195,16.950000000000003,70.0,2787.5
4,0,0,0,0,1,0,1,1,4.5,0.659,0.121,22.200000000000003,0.313,5.449999999999999,98.0,3149.7
3,0,0,0,0,1,0,0,1,5.5,0.841,0.14300000000000002,32.6,0.35950000000000004,14.65,84.0,3511.9
2,0,0,0,0,0,0,0,0,9.5,0.8865000000000001,0.16499999999999998,43.0,0.4065,19.25,112.0,1700.9
1,0,0,0,0,0,0,0,0,10.5,0.9319999999999999,0.187,48.2,0.45299999999999996,21.549999999999997,126.0,2425.3
