,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,7,3,3,5,7,7,8.5,0.7435,0.005742,4.277,0.040499999999999994,1.891,9.6525,166.2705
9,4,4,2,3,2,3,2,2,11.5,0.856,0.028900000000000002,13.5,0.08965000000000001,3.6999999999999997,29.25,503.84999999999997
8,3,2,2,2,2,2,1,2,2.495,0.519,0.06355,8.899999999999999,0.139,7.3,48.75,2183.3500000000004
7,2,2,2,2,2,1,1,1,6.5,0.669,0.11,27.3,0.1885,5.5,68.25,839.75
6,1,1,1,2,2,1,1,1,5.5,0.5565,0.017349999999999997,45.7,0.2375,9.1,87.75,1175.65
5,1,1,1,1,2,1,1,1,9.5,0.5934999999999999,0.052,18.1,0.4335,12.7,107.25,1511.55
4,0,1,0,1,1,1,1,1,3.5,0.781,0.04045,22.7,0.3355,14.5,146.25,3191.05
3,0,0,0,1,1,1,1,0,4.5,0.631,0.0751,41.099999999999994,0.483,18.1,185.25,1847.45
2,0,0,0,0,0,0,0,0,7.5,0.7064999999999999,0.0867,31.900000000000002,0.2865,10.9,126.75,2519.25
1,0,0,0,0,0,0,0,0,10.5,0.8185,0.09825,36.5,0.38449999999999995,16.3,165.75,2855.1499999999996
